ID,FIELD MNEMONIC,FIELD DESCRIPTION,FIELD DEFINITION,UNITS,FREQUENCY,PILLAR,THEME,HISTORY,Created,YEAR,Dashboard
BI375,EU_TAX_EST_PA_ADP_REV_AMT,EU Taxonomy Est Part Align Adaptation Rev Amt,"Estimated amount of revenue/turnover generated by the company, in local currency, that passes the relevant European Union (EU) Taxonomy technical screening criteria for substantial contribution to climate change adaptation, partially passes Do No Significant Harm (DNSH) tests, and partially passes Minimum Safeguard tests. Therefore, the output represents estimated partially aligned revenue/turnover.

The EU Taxonomy is a glossary that defines Paris agreement-aligned performance criteria over a set of economic activities.

The criteria is sector specific and outlined in the technical annex report on the EU Taxonomy, as appointed by the European commission.

This figure is calculated by Bloomberg.",Local Currency,Annual,Environmental,N.A.,From 2019,45648,current,N.A.
BI376,EU_TAX_EST_PA_ADP_REV_PCT,EU Taxonomy Est Part Align Adaptation Rev Pct,"Estimated percentage of total revenue/turnover generated by the company that passes the relevant European Union (EU) Taxonomy technical screening criteria for substantial contribution to climate change adaptation, partially passes Do No Significant Harm (DNSH) tests, and partially passes Minimum Safeguard tests. Therefore, the output represents estimated partially aligned revenue/turnover.

The EU Taxonomy is a glossary that defines Paris agreement-aligned performance criteria over a set of economic activities.

The criteria is sector specific and outlined in the technical annex report on the EU Taxonomy, as appointed by the European commission.

This figure is calculated by Bloomberg.",Percentage,Annual,Environmental,N.A.,From 2019,45648,current,N.A.
BI377,EU_TAX_EST_PA_REV_AMT,EU Taxonomy Estimated Part Align Revenue Amount,"Estimated amount of revenue/turnover generated by the company, in local currency, that passes the relevant European Union (EU) Taxonomy technical screening criteria for substantial contribution, partially passes Do No Significant Harm (DNSH) tests, and partially passes Minimum Safeguard tests. Therefore, the output represents estimated partially aligned revenue/turnover.

The EU Taxonomy is a glossary that defines Paris agreement-aligned performance criteria over a set of economic activities.

The criteria is sector specific and outlined in the technical annex report on the EU Taxonomy, as appointed by the European commission.

This figure is calculated by Bloomberg.",Million Reporting Currency,Annual,Environmental,Climate Change,From 2019,45557,current,N.A.
BI378,EU_TAX_EST_PA_REV_PCT,EU Taxonomy Estimated Part Align Revenue Percent,"Estimated percentage of total revenue/turnover generated by the company that passes the relevant European Union (EU) Taxonomy technical screening criteria for substantial contribution, partially passes Do No Significant Harm (DNSH) tests, and partially passes Minimum Safeguard tests. Therefore, the output represents estimated partially aligned revenue/turnover.

The EU Taxonomy is a glossary that defines Paris agreement-aligned performance criteria over a set of economic activities.

The criteria is sector specific and outlined in the technical annex report on the EU Taxonomy, as appointed by the European commission.

This figure is calculated by Bloomberg.",Percentage,Annual,Environmental,Climate Change,From 2019,45557,current,N.A.
BI379,EU_TAX_EST_PA_EN_REV_PCT,EU Taxonomy Estimated Part Align Enabling Rev Pct,"Estimated percentage of total revenue/turnover generated by the company that is from enabling activities, passes the relevant European Union (EU) Taxonomy technical screening criteria for substantial contribution, partially passes Do No Significant Harm (DNSH) tests, and partially passes Minimum Safeguard tests. Therefore, the output represents estimated partially aligned revenue/turnover.

The EU Taxonomy is a glossary that defines Paris agreement-aligned performance criteria over a set of economic activities.

The criteria is sector specific and outlined in the technical annex report on the EU Taxonomy, as appointed by the European commission.

This figure is calculated by Bloomberg.",Percentage,Annual,Environmental,N.A.,From 2019,45648,current,N.A.
BI380,EU_TAX_EST_PA_EN_REV_AMT,EU Taxonomy Estimated Part Align Enabling Rev Amt,"Estimated amount of revenue/turnover generated by the company, in local currency, that is from enabling activities, passes the relevant European Union (EU) Taxonomy technical screening criteria for substantial contribution, partially passes Do No Significant Harm (DNSH) tests, and partially passes Minimum Safeguard tests. Therefore, the output represents estimated partially aligned revenue/turnover.

The EU Taxonomy is a glossary that defines Paris agreement-aligned performance criteria over a set of economic activities.

The criteria is sector specific and outlined in the technical annex report on the EU Taxonomy, as appointed by the European commission.

This figure is calculated by Bloomberg.",Local Currency,Annual,Environmental,N.A.,From 2019,45648,current,N.A.
BI381,EU_TAX_EST_PA_TR_REV_PCT,EU Taxonomy Est Part Align Transitional Rev Pct,"Estimated percentage of total revenue/turnover generated by the company that is from transitional activities, passes the relevant European Union (EU) Taxonomy technical screening criteria for substantial contribution, partially passes Do No Significant Harm (DNSH) tests, and partially passes Minimum Safeguard tests. Therefore, the output represents estimated partially aligned revenue/turnover.

The EU Taxonomy is a glossary that defines Paris agreement-aligned performance criteria over a set of economic activities.

The criteria is sector specific and outlined in the technical annex report on the EU Taxonomy, as appointed by the European commission.

This figure is calculated by Bloomberg.",Percentage,Annual,Environmental,N.A.,From 2019,45648,current,N.A.
BI382,EU_TAX_EST_PA_TR_REV_AMT,EU Taxonomy Est Part Align Transitional Rev Amt,"Estimated amount of revenue/turnover generated by the company, in local currency, that is from transitional activities, passes the relevant European Union (EU) Taxonomy technical screening criteria for substantial contribution, partially passes Do No Significant Harm (DNSH) tests, and partially passes Minimum Safeguard tests. Therefore, the output represents estimated partially aligned revenue/turnover.

The EU Taxonomy is a glossary that defines Paris agreement-aligned performance criteria over a set of economic activities.

The criteria is sector specific and outlined in the technical annex report on the EU Taxonomy, as appointed by the European commission.

This figure is calculated by Bloomberg.",Local Currency,Annual,Environmental,N.A.,From 2019,45648,current,N.A.
BI391,EU_TAX_EST_PA_EN_ADP_REV_AMT,EU Tax Est Part Align Enabling Adaptation Rev Amt,"Estimated amount of revenue/turnover generated by the company, in local currency, that is from enabling activities, passes the relevant European Union (EU) Taxonomy technical screening criteria for substantial contribution to climate change adaptation, partially passes Do No Significant Harm (DNSH) tests, and partially passes Minimum Safeguard tests. Therefore, the output represents estimated partially aligned revenue/turnover.

The EU Taxonomy is a glossary that defines Paris agreement-aligned performance criteria over a set of economic activities.

The criteria is sector specific and outlined in the technical annex report on the EU Taxonomy, as appointed by the European commission.

This figure is calculated by Bloomberg.",Local Currency,Annual,Environmental,N.A.,From 2019,45648,current,N.A.
BI392,EU_TAX_EST_PA_EN_ADP_REV_PCT,EU Tax Est Part Align Enabling Adaptation Rev Pct,"Estimated percentage of total revenue/turnover generated by the company that is from enabling activities, passes the relevant European Union (EU) Taxonomy technical screening criteria for substantial contribution to climate change adaptation, partially passes Do No Significant Harm (DNSH) tests, and partially passes Minimum Safeguard tests. Therefore, the output represents estimated partially aligned revenue/turnover.

The EU Taxonomy is a glossary that defines Paris agreement-aligned performance criteria over a set of economic activities.

The criteria is sector specific and outlined in the technical annex report on the EU Taxonomy, as appointed by the European commission.

This figure is calculated by Bloomberg.",Percentage,Annual,Environmental,N.A.,From 2019,45648,current,N.A.
